3001,4.971,9.467
3002,4.971,9.458
3003,4.971,9.447
3004,4.971,9.434
3005,4.971,9.42
3006,4.971,9.403
3007,4.971,9.39
3008,4.971,9.381
3009,4.971,9.376
3010,4.971,9.368
3011,4.971,9.357
3012,4.971,9.351
3013,4.971,9.348
3014,4.971,9.343
3015,4.971,9.337
3016,4.971,9.337
3017,4.971,9.332
3018,4.971,9.332
3019,4.971,9.332
3020,4.971,9.329
3021,4.971,9.337
3022,4.971,9.329
3023,4.971,9.332
3024,4.971,9.337
3025,4.971,9.337
3026,4.971,9.343
3027,4.971,9.337
3028,4.971,9.337
3029,4.971,9.348
3030,4.971,9.343
3031,4.971,9.348
3032,4.971,9.343
3033,4.971,9.348
3034,4.971,9.348
3035,4.971,9.348
3036,4.971,9.348
3037,4.971,9.348
3038,4.971,9.348
3039,4.971,9.348
3040,4.971,9.348
3041,4.971,9.348
3042,4.971,9.348
3043,4.971,9.343
3044,4.971,9.348
3045,4.971,9.348
3046,4.971,9.343
3047,4.971,9.343
3048,4.971,9.348
3049,4.971,9.348
3050,4.971,9.357
3051,4.971,9.362
3052,4.971,9.368
3053,4.971,9.368
3054,4.971,9.381
3055,4.971,9.39
3056,4.971,9.403
3057,4.971,9.42
3058,4.971,9.434
3059,4.971,9.447
3060,4.971,9.461
3061,4.971,9.48
3062,4.971,9.497
3063,4.971,9.505
3064,4.971,9.519
3065,4.971,9.532
3066,4.971,9.549
3067,4.971,9.563
3068,4.971,9.571
3069,4.971,9.582
3070,4.971,9.596
3071,4.971,9.607
3072,4.971,9.615
3073,4.971,9.626
3074,4.971,9.629
3075,4.971,9.64
3076,4.971,9.648
3077,4.971,9.653
3078,4.971,9.664
3079,4.971,9.667
3080,4.971,9.673
3081,4.971,9.684
3082,4.971,9.686
3083,4.971,9.692
3084,4.971,9.703
3085,4.971,9.708
3086,4.971,9.708
3087,4.971,9.719
3088,4.971,9.725
3089,4.971,9.725
3090,4.971,9.727
3091,4.971,9.727
3092,4.971,9.733
3093,4.971,9.733
3094,4.971,9.738
3095,4.971,9.733
3096,4.971,9.733
3097,4.971,9.733
3098,4.971,9.727
3099,4.971,9.733
3100,4.971,9.727
3101,4.971,9.725
3102,4.971,9.714
3103,4.971,9.719
3104,4.971,9.714
3105,4.971,9.708
3106,4.971,9.697
3107,4.971,9.697
3108,4.971,9.692
3109,4.971,9.686
3110,4.971,9.686
3111,4.971,9.684
3112,4.971,9.678
3113,4.971,9.673
3114,4.971,9.664
3115,4.971,9.659
3116,4.971,9.653
3117,4.971,9.653
3118,4.971,9.645
3119,4.971,9.634
3120,4.971,9.634
3121,4.971,9.626
3122,4.971,9.62
3123,4.971,9.615
3124,4.971,9.609
3125,4.971,9.601
3126,4.971,9.596
3127,4.971,9.587
3128,4.971,9.576
3129,4.971,9.568
3130,4.971,9.557
3131,4.971,9.549
3132,4.971,9.532
3133,4.971,9.519
3134,4.971,9.5
3135,4.971,9.486
3136,4.971,9.467
3137,4.971,9.442
3138,4.971,9.42
3139,4.971,9.395
3140,4.971,9.368
3141,4.971,9.343
3142,4.971,9.31
3143,4.971,9.274
3144,4.971,9.236
3145,4.971,9.2
3146,4.971,9.17
3147,4.971,9.126
3148,4.971,9.087
3149,4.971,9.055
3150,4.971,9.022
3151,4.971,8.994
3152,4.971,8.967
3153,4.971,8.942
3154,4.971,8.923
3155,4.971,8.895
3156,4.971,8.89
3157,4.971,8.876
3158,4.971,8.868
3159,4.971,8.857
3160,4.971,8.857
3161,4.971,8.851
3162,4.971,8.851
3163,4.971,8.849
3164,4.971,8.851
3165,4.971,8.851
3166,4.971,8.851
3167,4.971,8.857
3168,4.971,8.862
3169,4.971,8.868
3170,4.971,8.871
3171,4.971,8.876
3172,4.971,8.871
3173,4.971,8.876
3174,4.971,8.876
3175,4.971,8.882
3176,4.971,8.89
3177,4.971,8.884
3178,4.971,8.89
3179,4.971,8.89
3180,4.971,8.884
3181,4.971,8.89
3182,4.971,8.884
3183,4.971,8.882
3184,4.971,8.884
3185,4.971,8.882
3186,4.971,8.882
3187,4.971,8.876
3188,4.971,8.876
3189,4.971,8.882
3190,4.971,8.876
3191,4.971,8.876
3192,4.971,8.882
3193,4.971,8.882
3194,4.971,8.882
3195,4.971,8.884
3196,4.971,8.89
3197,4.971,8.895
3198,4.971,8.901
3199,4.971,8.903
3200,4.971,8.914
3200,4.971,8.92
3201,4.971,8.928
3202,4.971,8.936
3203,4.971,8.942
3204,4.971,8.953
3205,4.971,8.967
3206,4.971,8.975
3207,4.971,8.989
3208,4.971,9.002
3209,4.971,9.013
3210,4.971,9.027
3211,4.971,9.046
3212,4.971,9.066
3213,4.971,9.079
3214,4.971,9.098
3215,4.971,9.112
3216,4.971,9.137
3217,4.971,9.151
3218,4.971,9.164
3219,4.971,9.189
3220,4.971,9.203
3221,4.971,9.219
3222,4.971,9.233
3223,4.971,9.247
3224,4.971,9.261
3225,4.971,9.274
3226,4.971,9.28
3227,4.971,9.293
3228,4.971,9.299
3229,4.971,9.304
3230,4.971,9.313
3231,4.971,9.313
3232,4.971,9.318
3233,4.971,9.318
3234,4.971,9.324
3235,4.971,9.324
3236,4.971,9.329
3237,4.971,9.324
3238,4.971,9.329
3239,4.971,9.318
3240,4.971,9.324
3241,4.971,9.324
3242,4.971,9.324
3243,4.971,9.324
3244,4.971,9.324
3245,4.971,9.318
3246,4.971,9.324
3247,4.971,9.318
3248,4.971,9.318
3249,4.971,9.318
3250,4.971,9.318
3251,4.971,9.313
3252,4.971,9.313
3253,4.971,9.313
3254,4.971,9.31
3255,4.971,9.31
3256,4.971,9.31
3257,4.971,9.31
3258,4.971,9.31
3259,4.971,9.304
3260,4.971,9.31
3261,4.971,9.31
3262,4.971,9.304
3263,4.971,9.31
3264,4.971,9.31
3265,4.971,9.31
3266,4.971,9.313
3267,4.971,9.313
3268,4.971,9.313
3269,4.971,9.313
3270,4.971,9.313
3271,4.971,9.313
3272,4.971,9.31
3273,4.971,9.299
3274,4.971,9.293
3275,4.971,9.293
3276,4.971,9.28
3277,4.971,9.274
3278,4.971,9.266
3279,4.971,9.252
3280,4.971,9.241
3281,4.971,9.228
3282,4.971,9.214
3283,4.971,9.2
3284,4.971,9.184
3285,4.971,9.17
3286,4.971,9.156
3287,4.971,9.137
3288,4.971,9.118
3289,4.971,9.098
3290,4.971,9.079
3291,4.971,9.066
3292,4.971,9.041
3293,4.971,9.033
3294,4.971,9.008
3295,4.971,8.989
3296,4.971,8.975
3297,4.971,8.961
3298,4.971,8.942
3299,4.971,8.928
3300,4.971,8.914
3301,4.971,8.901
3302,4.971,8.89
3303,4.971,8.882
3304,4.971,8.871
3305,4.971,8.862
3306,4.971,8.851
3307,4.971,8.849
3308,4.971,8.843
3309,4.971,8.843
3310,4.971,8.838
3311,4.971,8.835
3312,4.971,8.829
3313,4.971,8.829
3314,4.971,8.829
3315,4.971,8.829
3316,4.971,8.835
3317,4.971,8.829
3318,4.971,8.835
3319,4.971,8.835
3320,4.971,8.835
3321,4.971,8.838
3322,4.971,8.843
3323,4.971,8.843
3324,4.971,8.849
3325,4.971,8.851
3326,4.971,8.857
3327,4.971,8.857
3328,4.971,8.862
3329,4.971,8.868
3330,4.971,8.871
3331,4.971,8.876
3332,4.971,8.876
3333,4.971,8.882
3334,4.971,8.876
3335,4.971,8.884
3336,4.971,8.882
3337,4.971,8.884
3338,4.971,8.884
3339,4.971,8.884
3340,4.971,8.884
3341,4.971,8.884
3342,4.971,8.884
3343,4.971,8.882
3344,4.971,8.884
3345,4.971,8.882
3346,4.971,8.882
3347,4.971,8.884
3348,4.971,8.884
3349,4.971,8.89
3350,4.971,8.89
3351,4.971,8.895
3352,4.971,8.901
3353,4.971,8.903
3354,4.971,8.914
3355,4.971,8.923
3356,4.971,8.934
3357,4.971,8.942
3358,4.971,8.953
3359,4.971,8.961
3360,4.971,8.975
3361,4.971,8.986
3362,4.971,9.0
3363,4.971,9.008
3364,4.971,9.019
3365,4.971,9.033
3366,4.971,9.041
3367,4.971,9.052
3368,4.971,9.06
3369,4.971,9.071
3370,4.971,9.079
3371,4.971,9.087
3372,4.971,9.093
3373,4.971,9.107
3374,4.971,9.118
3375,4.971,9.126
3376,4.971,9.145
3377,4.971,9.156
3378,4.971,9.162
3379,4.971,9.181
3380,4.971,9.184
3381,4.971,9.195
3382,4.971,9.203
3383,4.971,9.208
3384,4.971,9.219
3385,4.971,9.222
3386,4.971,9.228
3387,4.971,9.233
3388,4.971,9.241
3389,4.971,9.241
3390,4.971,9.241
3391,4.971,9.247
3392,4.971,9.252
3393,4.971,9.255
3394,4.971,9.255
3395,4.971,9.255
3396,4.971,9.261
3397,4.971,9.266
3398,4.971,9.261
3399,4.971,9.255
3400,4.971,9.247
3401,4.971,9.261
3402,4.971,9.261
3403,4.971,9.252
3404,4.971,9.255
3405,4.971,9.255
3406,4.971,9.255
3407,4.971,9.255
3408,4.971,9.252
3409,4.971,9.247
3410,4.971,9.247
3411,4.971,9.236
3412,4.971,9.236
3413,4.971,9.228
3414,4.971,9.222
3415,4.971,9.219
3416,4.971,9.208
3417,4.971,9.195
3418,4.971,9.189
3419,4.971,9.181
3420,4.971,9.164
3421,4.971,9.151
3422,4.971,9.142
3423,4.971,9.123
3424,4.971,9.104
3425,4.971,9.093
3426,4.971,9.079
3427,4.971,9.066
3428,4.971,9.052
3429,4.971,9.027
3430,4.971,9.013
3431,4.971,8.994
3432,4.971,8.969
3433,4.971,8.956
3434,4.971,8.934
3435,4.971,8.914
3436,4.971,8.895
3437,4.971,8.871
3438,4.971,8.849
3439,4.971,8.824
3440,4.971,8.802
3441,4.971,8.777
3442,4.971,8.758
3443,4.971,8.744
3444,4.971,8.73
3445,4.971,8.711
3446,4.971,8.692
3447,4.971,8.684
3448,4.971,8.667
3449,4.971,8.651
3450,4.971,8.64
3451,4.971,8.632
3452,4.971,8.618
3453,4.971,8.601
3454,4.971,8.588
3455,4.971,8.579
3456,4.971,8.566
3457,4.971,8.555
3458,4.971,8.546
3459,4.971,8.535
3460,4.971,8.522
3461,4.971,8.516
3462,4.971,8.508
3463,4.971,8.5
3464,4.971,8.489
3465,4.971,8.483
3466,4.971,8.475
3467,4.971,8.47
3468,4.971,8.467
3469,4.971,8.461
3470,4.971,8.456
3471,4.971,8.45
3472,4.971,8.45
3473,4.971,8.45
3474,4.971,8.45
3475,4.971,8.45
3476,4.971,8.45
3477,4.971,8.45
3478,4.971,8.456
3479,4.971,8.461
3480,4.971,8.467
3481,4.971,8.47
3482,4.971,8.48
3483,4.971,8.483
3484,4.971,8.494
3485,4.971,8.502
3486,4.971,8.513
3487,4.971,8.516
3488,4.971,8.533
3489,4.971,8.541
3490,4.971,8.555
3491,4.971,8.566
3492,4.971,8.579
3493,4.971,8.593
3494,4.971,8.601
3495,4.971,8.618
3496,4.971,8.632
3497,4.971,8.64
3498,4.971,8.659
3499,4.971,8.673
3500,4.971,8.697
3501,4.971,8.711
3502,4.971,8.73
3503,4.971,8.744
3504,4.971,8.758
3505,4.971,8.783
3506,4.971,8.802
3507,4.971,8.816
3508,4.971,8.835
3509,4.971,8.849
3510,4.971,8.862
3511,4.971,8.882
3512,4.971,8.901
3513,4.971,8.914
3514,4.971,8.934
3515,4.971,8.947
3516,4.971,8.967
3517,4.971,8.975
3518,4.971,8.989
3519,4.971,9.008
3520,4.971,9.022
3521,4.971,9.035
3522,4.971,9.052
3523,4.971,9.066
3524,4.971,9.079
3525,4.971,9.093
3526,4.971,9.104
3527,4.971,9.118
3528,4.971,9.137
3529,4.971,9.145
3530,4.971,9.156
3531,4.971,9.17
3532,4.971,9.181
3533,4.971,9.189
3534,4.971,9.2
3535,4.971,9.208
3536,4.971,9.219
3537,4.971,9.222
3538,4.971,9.236
3539,4.971,9.241
3540,4.971,9.247
3541,4.971,9.255
3542,4.971,9.255
3543,4.971,9.261
3544,4.971,9.266
3545,4.971,9.261
3546,4.971,9.261
3547,4.971,9.261
3548,4.971,9.255
3549,4.971,9.255
3550,4.971,9.252
3551,4.971,9.247
3552,4.971,9.241
3553,4.971,9.236
3554,4.971,9.233
3555,4.971,9.228
3556,4.971,9.222
3557,4.971,9.214
3558,4.971,9.203
3559,4.971,9.2
3560,4.971,9.195
3561,4.971,9.184
3562,4.971,9.175
3563,4.971,9.164
3564,4.971,9.151
3565,4.971,9.126
3566,4.971,9.118
3567,4.971,9.098
3568,4.971,9.085
3569,4.971,9.066
