-4.091932715E-05,3.677946734E-05
-5.722822971E-05,4.413083298E-05
-8.115320816E-05,5.252024494E-05
9.640310964E-06,1.007361570E-04
5.466469884E-05,7.303382154E-05
-1.456496284E-05,1.394214905E-05
-2.301218410E-05,-2.554192179E-05
4.186871229E-05,1.423393678E-05
-2.405384475E-05,8.471663023E-06
-6.449749344E-05,-4.419073957E-05
-9.745779971E-05,6.659325300E-05
1.729097676E-05,1.772830365E-05
2.523035073E-05,-7.125877801E-06
1.584202255E-05,-1.474813234E-05
-7.553702017E-05,-1.189220202E-04
-1.404085488E-04,-1.397344840E-05
-6.620792556E-05,-1.352788331E-05
-1.338556904E-04,2.666951877E-05
-9.079530719E-05,8.986341709E-05
-1.768551920E-05,3.036679118E-06
-3.752174234E-05,-1.102405531E-05
-3.675764674E-05,-9.748298180E-05
2.009301897E-05,5.752821744E-05
-1.805016836E-05,1.324309997E-04
-3.806697714E-05,-8.443986007E-05
3.579990516E-05,4.846055526E-05
5.384027827E-05,9.750897880E-05
-2.685941581E-05,-3.257951175E-05
-7.153600745E-05,6.037850471E-05
-3.245585322E-05,-1.049523871E-05
1.106805066E-04,-3.748771633E-05
3.171543358E-05,6.155557639E-05
6.102693442E-05,-8.779828022E-06
9.540010979E-06,-3.083001502E-05
6.281727110E-05,-6.409694470E-05
9.119310562E-06,-1.549063745E-05
-3.187952098E-05,-1.273147882E-05
-2.280393528E-05,7.727754564E-05
5.619313015E-06,1.134931736E-04
1.195735822E-04,2.608623981E-05
-6.394980301E-05,-7.149882003E-05
-3.505092536E-05,-2.874934398E-05
-2.225441676E-05,5.838683137E-05
-4.642846397E-05,2.143788879E-05
-2.806480370E-05,5.397039422E-05
7.673025539E-05,-6.881163426E-05
5.533612784E-05,-1.625361620E-05
2.170955850E-05,-5.743619840E-05
1.221770071E-04,-6.030790973E-05
1.239960256E-04,6.443064922E-05
8.666968643E-05,-3.740917964E-05
2.140793731E-05,-5.149758726E-05
-7.111671948E-06,1.071315928E-04
3.071144602E-05,-6.576367741E-05
2.377482997E-05,-1.153713165E-04
-5.586102816E-06,4.709769928E-05
4.545020784E-05,7.162278962E-06
4.983096369E-05,-1.962578790E-05
5.073543070E-05,-1.116817002E-04
9.104810306E-05,4.042985529E-05
-4.334353889E-06,7.719499263E-05
-3.178271072E-05,-5.652667096E-05
-8.966989117E-05,-5.270048860E-05
-2.934907934E-05,-2.683357343E-05
6.495697744E-05,2.800193397E-05
8.000850357E-06,4.303758033E-05
-8.179928409E-05,-1.112728683E-06
-4.999601515E-05,-1.005699669E-04
-5.252538176E-05,-1.435218110E-05
2.970957212E-05,1.164357891E-04
3.503254993E-05,5.750472337E-05
-1.115493433E-04,-8.256486581E-06
-6.435748946E-05,6.098398444E-05
3.012348316E-05,9.513099940E-05
6.425291213E-05,4.195199290E-05
-9.005627362E-05,1.386787426E-05
-5.671341205E-05,1.310667813E-05
1.407037689E-05,3.170371929E-05
8.487815649E-05,2.287700772E-05
8.078462997E-05,-2.320042540E-06
-6.010748984E-05,-7.117908535E-05
-1.666131539E-05,-4.962297680E-05
8.634939149E-05,1.449794399E-05
